cmun,municipality,population,number_of_houses,VDSL_30Mbps,fixed_wireless,FTTH,HFC,reception_30Mbps,reception_100Mbps,reception_1Gbps,4G,5G,"5G_3,5GHz"
9061,Cabañes de Esgueva,163,202,0.18,0.09,0.98,0.0,1.0,1.0,0.99,1.0,0.52,0.0
9062,Cabezón de la Sierra,40,89,0.0,0.94,0.04,0.0,0.0,0.0,0.04,1.0,0.0,0.0
9063,Cavia,243,191,0.0,0.17,0.9,0.0,0.86,0.0,0.0,1.0,0.01,0.0
9064,Caleruega,415,516,0.0,1.0,0.99,0.0,1.0,0.0,0.96,1.0,1.0,0.0
9065,Campillo de Aranda,177,190,0.0,0.0,0.95,0.0,0.98,0.96,0.96,1.0,0.01,0.0
9066,Campolara,54,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9067,Canicosa de la Sierra,426,453,0.09,1.0,0.97,0.0,1.0,0.99,0.94,1.0,0.01,0.0
9068,Cantabrana,23,131,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9070,Carazo,30,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.02,0.0
9071,Carcedo de Bureba,43,100,0.0,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0
9072,Carcedo de Burgos,465,326,0.0,0.99,0.9,0.0,0.95,0.81,0.98,1.0,0.0,0.0
9073,Cardeñadijo,1.425,882,0.09,0.97,0.94,0.0,0.99,0.93,0.93,1.0,0.0,0.0
9074,Cardeñajimeno,1.205,639,0.08,1.0,0.9,0.0,0.87,0.74,0.93,1.0,1.0,0.0
9075,Cardeñuela Riopico,107,99,0.01,1.0,0.75,0.0,0.97,0.0,0.0,1.0,0.62,0.0
9076,Carrias,25,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0
9077,Cascajares de Bureba,27,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9078,Cascajares de la Sierra,31,86,0.0,0.93,0.88,0.0,0.99,0.98,0.97,1.0,0.08,0.0
9079,Castellanos de Castro,48,33,0.0,0.42,0.94,0.0,0.0,0.0,0.97,0.75,0.0,0.0
9082,Castildelgado,37,43,0.0,1.0,1.0,0.0,1.0,0.0,0.98,1.0,0.0,0.0
9083,Castil de Peones,26,104,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9084,Castrillo de la Reina,168,331,0.0,0.19,0.98,0.0,0.0,0.0,1.0,1.0,0.11,0.0
9085,Castrillo de la Vega,627,527,0.15,1.0,0.98,0.0,1.0,0.98,0.97,1.0,0.0,0.0
9086,Castrillo del Val,829,466,0.23,0.96,0.93,0.0,0.98,0.97,0.96,1.0,0.98,0.0
9088,Castrillo de Riopisuerga,56,86,0.0,1.0,0.0,0.0,0.63,0.0,0.0,1.0,0.0,0.0
9090,Castrillo Mota de Judíos,48,41,0.0,1.0,1.0,0.0,0.19,0.0,1.0,1.0,0.0,0.0
9091,Castrojeriz,767,1.197,0.02,0.55,0.87,0.0,0.87,0.73,0.8,0.9,0.03,0.0
9093,Cayuela,189,159,0.2,0.2,0.97,0.0,0.88,0.0,0.0,0.89,0.5,0.0
9094,Cebrecos,52,76,0.0,0.01,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9095,Celada del Camino,96,118,0.0,1.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0
9098,Cerezo de Río Tirón,512,724,0.23,0.89,0.95,0.0,1.0,0.95,0.94,1.0,0.0,0.0
9100,Cerratón de Juarros,55,52,0.0,0.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9101,Ciadoncha,78,104,0.0,0.81,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9102,Cillaperlata,36,90,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9103,Cilleruelo de Abajo,208,292,0.24,0.0,0.96,0.0,0.65,0.0,0.0,0.21,0.0,0.0
9104,Cilleruelo de Arriba,43,100,0.0,1.0,0.0,0.0,0.89,0.0,0.0,1.0,0.0,0.0
9105,Ciruelos de Cervera,101,181,0.0,0.71,0.7,0.0,0.0,0.0,0.0,0.92,0.07,0.0
9108,Cogollos,601,481,0.12,0.99,0.97,0.0,0.99,0.97,0.96,1.0,1.0,0.0
9109,Condado de Treviño,1.428,2.333,0.0,0.61,0.12,0.0,0.71,0.0,0.0,0.95,0.4,0.0
9110,Contreras,83,173,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9112,Coruña del Conde,104,173,0.0,1.0,0.98,0.0,1.0,0.0,1.0,1.0,0.0,0.0
9113,Covarrubias,533,870,0.27,0.91,0.86,0.0,0.98,0.85,0.85,0.98,0.0,0.0
9114,Cubillo del Campo,101,137,0.0,0.9,0.05,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9115,Cubo de Bureba,107,182,0.0,0.88,0.99,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9117,La Cueva de Roa,101,87,0.0,0.54,0.98,0.0,0.7,0.0,0.0,1.0,0.36,0.0
9119,Cuevas de San Clemente,41,137,0.0,0.97,0.98,0.0,1.0,0.99,1.0,1.0,0.0,0.0
9120,Encío,43,29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9122,Espinosa de Cervera,82,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.56,0.0
9123,Espinosa del Camino,42,32,0.0,1.0,0.84,0.0,1.0,0.87,0.84,1.0,0.0,0.0
9124,Espinosa de los Monteros,1.642,1.978,0.09,0.96,0.93,0.0,0.95,0.9,0.67,0.9,0.86,0.0
9125,Estépar,630,1.033,0.0,0.44,0.42,0.0,0.3,0.0,0.0,0.89,0.47,0.0
9127,Fontioso,45,105,0.0,0.01,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9128,Frandovínez,97,157,0.0,0.92,0.98,0.0,0.89,0.0,0.0,1.0,0.02,0.0
9129,Fresneda de la Sierra Tirón,94,119,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9130,Fresneña,67,79,0.0,0.22,0.86,0.0,1.0,0.0,0.88,0.72,0.72,0.0
9131,Fresnillo de las Dueñas,687,361,0.11,0.53,0.99,0.0,1.0,1.0,0.99,1.0,0.94,0.0
9132,Fresno de Río Tirón,172,179,0.0,0.54,0.96,0.0,1.0,0.99,0.98,1.0,0.6,0.0
9133,Fresno de Rodilla,47,66,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0
9134,Frías,267,609,0.09,0.99,0.0,0.0,0.77,0.0,0.0,1.0,0.47,0.0
9135,Fuentebureba,42,110,0.0,0.71,0.18,0.0,0.91,0.0,0.0,1.0,0.2,0.0
9136,Fuentecén,219,399,0.28,0.96,0.96,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9137,Fuentelcésped,254,368,0.13,0.01,0.94,0.0,0.39,0.0,0.0,0.7,0.02,0.0
9138,Fuentelisendo,115,159,0.01,0.98,0.95,0.0,0.97,0.96,0.96,1.0,0.0,0.0
9139,Fuentemolinos,94,137,0.05,1.0,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
9140,Fuentenebro,146,216,0.13,0.41,0.96,0.0,0.99,0.97,0.95,1.0,0.83,0.0
9141,Fuentespina,779,441,0.14,1.0,0.92,0.0,1.0,0.92,0.91,1.0,0.98,0.0
9143,Galbarros,29,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
9144,La Gallega,44,69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9148,Grijalba,110,101,0.0,0.0,0.0,0.0,0.86,0.0,0.0,1.0,0.72,0.0
9149,Grisaleña,61,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9151,Gumiel de Izán,579,742,0.22,0.98,0.97,0.0,0.99,0.97,0.97,1.0,0.91,0.0
9152,Gumiel de Mercado,381,371,0.01,0.98,0.97,0.0,0.99,0.98,0.98,0.99,0.0,0.0
9154,Hacinas,151,258,0.0,0.22,0.98,0.0,1.0,1.0,0.96,0.95,0.55,0.0
9155,Haza,29,45,0.02,0.27,0.0,0.0,0.6,0.0,0.0,0.9,0.0,0.0
9159,Hontanas,73,56,0.0,1.0,0.93,0.0,0.0,0.0,0.88,1.0,0.0,0.0
9160,Hontangas,95,178,0.0,1.0,0.98,0.0,0.99,0.98,0.97,1.0,0.02,0.0
9162,Hontoria de la Cantera,155,170,0.0,0.88,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9163,Hontoria del Pinar,622,734,0.08,0.86,0.89,0.0,0.99,0.72,0.72,1.0,0.98,0.0
9164,Hontoria de Valdearados,165,270,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0
9166,Las Hormazas,98,102,0.0,0.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9167,Hornillos del Camino,54,67,0.0,0.93,0.97,0.0,0.69,0.0,0.0,1.0,0.0,0.0
9168,La Horra,314,318,0.28,0.94,0.99,0.0,1.0,1.0,0.99,1.0,0.0,0.0
9169,Hortigüela,107,276,0.0,0.99,0.96,0.0,0.99,0.98,0.98,1.0,0.01,0.0
9170,Hoyales de Roa,214,285,0.0,0.09,0.01,0.0,0.96,0.0,0.0,1.0,0.47,0.0
9172,Huérmeces,173,166,0.0,0.25,0.0,0.0,0.28,0.0,0.0,0.75,0.0,0.0
9173,Huerta de Arriba,127,197,0.0,0.92,0.99,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9174,Huerta de Rey,894,1.081,0.18,0.84,0.96,0.0,0.99,0.97,0.97,0.99,0.72,0.0
9175,Humada,118,245,0.0,0.53,0.0,0.0,0.43,0.0,0.0,0.88,0.0,0.0
9176,Hurones,53,70,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9177,Ibeas de Juarros,1.418,1.250,0.09,0.79,0.53,0.0,0.88,0.55,0.55,0.99,0.13,0.0
9178,Ibrillos,36,57,0.0,0.67,0.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0
9179,Iglesiarrubia,45,94,0.0,0.23,0.97,0.0,0.0,0.0,0.0,1.0,0.8,0.0
9180,Iglesias,146,169,0.15,0.0,0.91,0.0,0.7,0.0,0.0,0.36,0.0,0.0
9181,Isar,283,426,0.0,0.55,0.26,0.0,0.24,0.0,0.0,0.92,0.0,0.0
9182,Itero del Castillo,86,125,0.0,1.0,0.94,0.0,0.97,0.0,0.98,1.0,0.0,0.0
9183,Jaramillo de la Fuente,44,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0
9184,Jaramillo Quemado,9,66,0.0,0.09,0.62,0.0,0.0,0.0,0.0,0.84,0.0,0.0
9189,Junta de Traslaloma,118,275,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.94,0.23,0.0
9190,Junta de Villalba de Losa,84,124,0.0,0.8,0.0,0.0,0.21,0.0,0.0,1.0,0.01,0.0
9191,Jurisdicción de Lara,40,119,0.0,0.97,0.0,0.0,0.28,0.0,0.0,1.0,0.0,0.0
9192,Jurisdicción de San Zadornil,66,161,0.0,0.88,0.68,0.0,0.52,0.0,0.7,1.0,0.0,0.0
9194,Lerma,2.584,2.715,0.16,0.79,0.68,0.0,0.98,0.69,0.69,1.0,0.96,0.0
9195,Llano de Bureba,51,74,0.0,0.89,0.0,0.0,0.9,0.0,0.0,1.0,0.08,0.0
9196,Madrigal del Monte,142,294,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.52,0.0,0.0
9197,Madrigalejo del Monte,183,287,0.0,0.9,0.95,0.0,0.96,0.57,0.98,1.0,0.62,0.0
9198,Mahamud,107,197,0.0,0.1,0.94,0.0,0.99,0.98,0.97,1.0,0.1,0.0
9199,Mambrilla de Castrejón,107,157,0.0,0.01,0.96,0.0,0.98,0.96,0.95,0.96,0.73,0.0
9200,Mambrillas de Lara,47,183,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0
9201,Mamolar,26,120,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.64,0.0,0.0
9202,Manciles,22,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9206,Mazuela,58,75,0.0,0.77,0.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9208,Mecerreyes,194,318,0.36,1.0,0.94,0.0,0.98,0.97,0.97,1.0,0.0,0.0
9209,Medina de Pomar,5.856,8.995,0.05,0.93,0.87,0.0,0.94,0.89,0.75,0.99,0.95,0.85
9211,Melgar de Fernamental,1.535,1.268,0.18,0.91,0.86,0.0,0.99,0.63,0.0,0.99,0.0,0.0
9213,Merindad de Cuesta-Urria,268,739,0.0,0.49,0.29,0.0,0.63,0.0,0.0,0.99,0.19,0.0
9214,Merindad de Montija,733,1.311,0.07,0.82,0.26,0.0,0.99,0.37,0.13,1.0,0.99,0.0
9215,Merindad de Sotoscueva,404,970,0.02,0.63,0.5,0.0,0.71,0.0,0.48,0.97,0.36,0.0
9216,Merindad de Valdeporres,413,1.109,0.06,0.85,0.72,0.0,0.82,0.0,0.2,0.97,0.71,0.0
9217,Merindad de Valdivielso,386,920,0.0,0.93,0.0,0.0,0.81,0.0,0.0,0.98,0.47,0.0
9218,Milagros,433,531,0.23,0.76,0.8,0.0,1.0,0.8,0.78,1.0,0.05,0.0
9219,Miranda de Ebro,35.239,20.545,0.14,1.0,0.98,0.77,1.0,0.95,0.97,1.0,0.99,0.25
9220,Miraveche,94,219,0.0,0.76,0.76,0.0,0.0,0.0,0.0,0.95,0.15,0.0
9221,Modúbar de la Emparedada,789,423,0.08,0.84,0.84,0.0,0.98,0.95,0.87,1.0,0.0,0.0
9223,Monasterio de la Sierra,42,90,0.0,0.69,0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0
9224,Monasterio de Rodilla,163,209,0.19,0.79,0.0,0.0,0.91,0.0,0.0,0.99,0.0,0.0
9225,Moncalvillo,81,120,0.0,0.08,1.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0
9226,Monterrubio de la Demanda,56,85,0.0,0.51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9227,Montorio,154,166,0.48,1.0,0.0,0.0,0.87,0.0,0.0,1.0,0.0,0.0
9228,Moradillo de Roa,161,187,0.33,0.66,0.97,0.0,0.98,0.97,0.96,1.0,1.0,0.0
9229,Nava de Roa,200,246,0.36,1.0,0.96,0.0,0.99,0.0,0.0,1.0,0.0,0.0
9230,Navas de Bureba,27,29,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
9231,Nebreda,53,110,0.0,1.0,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9232,Neila,139,223,0.0,1.0,0.89,0.0,1.0,0.88,0.88,1.0,0.0,0.0
9235,Olmedillo de Roa,196,269,0.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9236,Olmillos de Muñó,36,43,0.16,0.0,0.0,0.0,0.35,0.0,0.0,0.76,0.23,0.0
9238,Oña,976,1.419,0.25,0.74,0.49,0.0,0.93,0.41,0.41,0.99,0.53,0.0
9239,Oquillas,51,66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9241,Orbaneja Riopico,355,176,0.0,0.99,0.57,0.0,0.68,0.0,0.0,1.0,0.21,0.0
9242,Padilla de Abajo,70,90,0.0,0.76,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9243,Padilla de Arriba,84,95,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.57,0.36,0.0
9244,Padrones de Bureba,47,114,0.0,1.0,0.0,0.0,0.08,0.0,0.0,1.0,0.16,0.0
9246,Palacios de la Sierra,710,710,0.23,1.0,0.97,0.0,0.99,0.98,0.94,1.0,1.0,0.0
9247,Palacios de Riopisuerga,21,38,0.0,0.03,0.0,0.0,0.89,0.0,0.0,0.93,0.0,0.0
9248,Palazuelos de la Sierra,92,122,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9249,Palazuelos de Muñó,55,73,0.0,0.0,1.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0
9250,Pampliega,286,351,0.26,0.07,0.99,0.0,0.9,0.0,0.0,0.93,0.0,0.0
9251,Pancorbo,421,411,0.37,0.99,0.91,0.0,1.0,0.94,0.92,1.0,0.99,0.0
9253,Pardilla,119,97,0.0,0.14,0.92,0.0,0.97,0.93,0.88,1.0,0.38,0.0
9255,Partido de la Sierra en Tobalina,81,142,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0
9256,Pedrosa de Duero,492,630,0.12,0.5,0.97,0.0,0.63,0.53,0.52,0.82,0.39,0.0
9257,Pedrosa del Páramo,87,75,0.0,0.99,0.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9258,Pedrosa del Príncipe,168,323,0.07,1.0,0.74,0.0,1.0,0.74,0.74,1.0,0.0,0.0
9259,Pedrosa de Río Úrbel,258,243,0.04,0.97,0.86,0.0,0.94,0.88,0.88,1.0,0.0,0.0
9261,Peñaranda de Duero,510,555,0.25,0.84,0.97,0.0,0.97,0.0,0.97,1.0,1.0,0.0
9262,Peral de Arlanza,175,175,0.0,1.0,0.0,0.0,0.99,0.0,0.0,1.0,0.0,0.0
9265,Piérnigas,42,73,0.0,0.6,0.0,0.0,0.61,0.0,0.0,1.0,0.16,0.0
9266,Pineda de la Sierra,99,171,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9267,Pineda Trasmonte,110,179,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.13,0.0,0.0
9268,Pinilla de los Barruecos,98,180,0.0,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.43,0.0
9269,Pinilla de los Moros,37,92,0.0,0.09,0.0,0.0,0.69,0.0,0.0,0.84,0.62,0.0
9270,Pinilla Trasmonte,171,166,0.0,0.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
9272,Poza de la Sal,284,867,0.0,0.88,0.8,0.0,1.0,0.0,0.0,1.0,0.02,0.0
9273,Prádanos de Bureba,55,79,0.0,1.0,0.0,0.0,0.96,0.0,0.0,1.0,1.0,0.0
9274,Pradoluengo,1.096,1.148,0.18,0.96,0.95,0.0,1.0,0.95,0.94,1.0,0.99,0.0
9275,Presencio,199,278,0.0,0.93,0.94,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9276,La Puebla de Arganzón,526,479,0.28,1.0,0.96,0.0,0.99,0.97,0.97,1.0,0.02,0.0
9277,Puentedura,120,218,0.0,0.96,0.91,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9279,Quemada,259,331,0.0,0.55,0.0,0.0,1.0,0.0,0.0,1.0,0.01,0.0
9280,Quintanabureba,33,85,0.0,1.0,0.0,0.0,0.89,0.0,0.0,1.0,0.23,0.0
9281,Quintana del Pidio,150,162,0.0,0.36,0.99,0.0,1.0,0.99,0.99,1.0,0.0,0.0
9283,Quintanaélez,45,128,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0
9287,Quintanaortuño,268,210,0.0,1.0,0.98,0.0,1.0,0.97,0.98,1.0,0.96,0.0
9288,Quintanapalla,113,107,0.37,1.0,0.96,0.0,0.89,0.0,0.0,1.0,1.0,0.0
9289,Quintanar de la Sierra,1.557,1.460,0.22,0.98,0.79,0.0,1.0,0.74,0.0,1.0,0.01,0.0
9292,Quintanavides,70,150,0.0,0.68,0.0,0.0,1.0,0.0,0.0,1.0,0.02,0.0
9294,Quintanilla de la Mata,117,130,0.0,0.47,0.98,0.0,1.0,0.0,0.0,1.0,1.0,0.0
9295,Quintanilla del Coco,52,91,0.0,0.46,0.0,0.0,0.41,0.0,0.0,0.87,0.0,0.0
9297,Las Quintanillas,380,259,0.02,0.85,0.93,0.0,0.99,0.99,0.97,1.0,0.0,0.0
9298,Quintanilla San García,73,134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9301,Quintanilla Vivar,878,556,0.15,0.93,0.96,0.0,0.99,0.96,0.96,1.0,0.39,0.01
9302,Rabanera del Pinar,96,174,0.0,1.0,0.91,0.0,0.0,0.0,0.0,1.0,0.01,0.0
9303,Rábanos,80,150,0.0,0.59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9304,Rabé de las Calzadas,226,146,0.0,0.82,0.97,0.0,0.95,0.0,0.97,1.0,0.01,0.0
9306,Rebolledo de la Torre,94,174,0.0,0.3,0.0,0.0,0.28,0.0,0.0,0.49,0.24,0.0
9307,Redecilla del Camino,107,116,0.0,1.0,0.98,0.0,1.0,0.0,0.98,1.0,0.13,0.0
9308,Redecilla del Campo,65,113,0.0,0.05,0.84,0.0,1.0,0.46,0.89,0.67,0.11,0.0
9309,Regumiel de la Sierra,323,319,0.06,1.0,0.98,0.0,1.0,0.99,0.95,1.0,0.0,0.0
9310,Reinoso,15,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0
9311,Retuerta,65,108,0.0,1.0,0.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9312,La Revilla y Ahedo,94,225,0.0,0.76,0.69,0.0,0.81,0.0,0.0,0.92,0.45,0.0
9314,Revilla del Campo,102,310,0.0,0.3,0.0,0.0,0.37,0.0,0.0,0.85,0.0,0.0
9315,Revillarruz,601,481,0.07,0.86,0.66,0.0,0.97,0.67,0.64,1.0,0.04,0.0
9316,Revilla Vallejera,111,161,0.0,0.89,0.0,0.0,0.66,0.0,0.0,0.95,0.0,0.0
9317,Rezmondo,20,32,0.0,0.88,0.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0
9318,Riocavado de la Sierra,56,130,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0
9321,Roa,2.201,1.581,0.24,0.99,0.97,0.0,1.0,0.96,0.94,1.0,1.0,0.0
9323,Rojas,64,112,0.0,0.99,0.0,0.0,0.72,0.0,0.0,1.0,0.05,0.0
9325,Royuela de Río Franco,178,751,0.02,0.0,0.06,0.0,0.14,0.0,0.0,0.05,0.05,0.0
9326,Rubena,193,135,0.24,1.0,1.0,0.0,0.98,0.0,0.0,1.0,0.99,0.0
9327,Rublacedo de Abajo,28,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0
9328,Rucandio,67,208,0.0,0.84,0.0,0.0,0.73,0.0,0.0,0.98,1.0,0.0
9329,Salas de Bureba,134,234,0.0,0.55,0.91,0.0,0.09,0.0,0.0,0.97,0.17,0.0
9330,Salas de los Infantes,1.970,1.732,0.22,0.9,0.96,0.0,0.99,0.88,0.95,1.0,0.98,0.0
9332,Saldaña de Burgos,184,146,0.05,1.0,0.9,0.0,0.96,0.91,0.89,1.0,0.0,0.0
9334,Salinillas de Bureba,50,75,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0
9335,San Adrián de Juarros,95,157,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0
9337,San Juan del Monte,151,233,0.0,0.06,0.99,0.0,0.94,0.0,1.0,1.0,0.83,0.0
9338,San Mamés de Burgos,317,241,0.3,1.0,0.97,0.0,0.98,0.0,0.0,1.0,0.59,0.18
9339,San Martín de Rubiales,140,254,0.0,0.58,0.97,0.0,0.96,0.0,0.0,1.0,0.0,0.0
9340,San Millán de Lara,65,114,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0
9343,Santa Cecilia,105,119,0.0,0.04,0.87,0.0,0.99,0.98,0.97,0.57,0.43,0.0
9345,Santa Cruz de la Salceda,139,208,0.09,0.98,0.94,0.0,0.27,0.0,0.0,1.0,0.0,0.0
9346,Santa Cruz del Valle Urbión,103,144,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.96,0.0,0.0
9347,Santa Gadea del Cid,155,197,0.0,1.0,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
9348,Santa Inés,146,262,0.0,0.12,0.92,0.0,0.82,0.0,0.0,1.0,0.57,0.0
9350,Santa María del Campo,516,501,0.0,0.94,0.98,0.0,1.0,0.98,0.97,1.0,0.01,0.0
9351,Santa María del Invierno,62,109,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.94,0.39,0.0
9352,Santa María del Mercadillo,97,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9353,Santa María Rivarredonda,93,273,0.0,1.0,0.97,0.0,1.0,0.0,0.0,1.0,0.89,0.0
9354,Santa Olalla de Bureba,40,65,0.0,0.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9355,Santibáñez de Esgueva,85,136,0.0,0.28,0.99,0.0,0.0,0.0,0.0,0.96,0.91,0.0
9356,Santibáñez del Val,57,113,0.0,0.49,0.03,0.0,0.52,0.0,0.0,1.0,0.0,0.0
9358,Santo Domingo de Silos,264,547,0.0,0.95,0.0,0.0,0.98,0.0,0.0,1.0,0.0,0.0
9360,San Vicente del Valle,29,70,0.0,0.19,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0
9361,Sargentes de la Lora,119,235,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.73,0.01,0.0
9362,Sarracín,264,150,0.15,1.0,0.95,0.0,0.99,0.95,0.94,1.0,0.0,0.0
9363,Sasamón,957,1.047,0.16,0.7,0.32,0.0,0.85,0.32,0.3,0.99,0.81,0.0
9365,La Sequera de Haza,26,57,0.0,0.81,0.95,0.0,0.96,0.96,0.88,1.0,1.0,0.0
9366,Solarana,80,117,0.0,1.0,0.96,0.0,0.96,0.0,0.0,1.0,0.0,0.0
9368,Sordillos,26,31,0.0,0.0,0.0,0.0,0.79,0.0,0.0,1.0,0.16,0.0
9369,Sotillo de la Ribera,485,731,0.25,0.86,0.95,0.0,0.99,0.98,0.94,1.0,0.86,0.0
9372,Sotragero,294,177,0.0,0.94,1.0,0.0,1.0,1.0,1.0,1.0,0.56,0.01
9373,Sotresgudo,433,538,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.79,0.0,0.0
9374,Susinos del Páramo,115,82,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9375,Tamarón,44,78,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9377,Tardajos,812,425,0.24,1.0,0.97,0.0,1.0,0.99,0.97,1.0,0.0,0.0
9378,Tejada,34,124,0.0,0.86,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9380,Terradillos de Esgueva,69,97,0.19,1.0,0.99,0.0,1.0,1.0,1.0,1.0,0.0,0.0
9381,Tinieblas de la Sierra,27,87,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0
9382,Tobar,26,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9384,Tordómar,324,375,0.29,1.0,0.94,0.0,0.71,0.0,0.96,1.0,0.0,0.0
9386,Torrecilla del Monte,78,148,0.0,0.79,0.89,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9387,Torregalindo,123,167,0.0,0.53,0.97,0.0,0.99,0.99,0.98,1.0,0.67,0.0
9388,Torrelara,34,58,0.0,0.83,0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0
9389,Torrepadre,72,155,0.0,0.24,0.86,0.0,0.0,0.0,0.85,0.72,0.88,0.0
9390,Torresandino,583,423,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9391,Tórtoles de Esgueva,406,527,0.0,0.82,0.0,0.0,0.99,0.0,0.0,1.0,0.97,0.0
