cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,total_population
31234,ucar,navarra,50,24,26,138,140,378
31235,ujue/uxue,navarra,42,20,28,72,190,352
31236,ultzama,navarra,484,262,346,820,1340,3252
31237,unciti,navarra,62,26,30,160,204,482
31238,unzue/untzue,navarra,42,20,16,120,128,326
31239,urdazubi/urdax,navarra,148,34,50,244,288,764
31240,urdiain,navarra,202,104,128,328,526,1288
31241,urraul,navarra,12,8,18,80,154,272
31242,urraul,navarra,58,40,66,166,314,644
31243,urroz-villa,navarra,150,42,80,268,266,806
31244,urroz,navarra,62,14,38,96,138,348
31245,urzainqui/urzainki,navarra,16,4,10,40,86,156
31246,uterga,navarra,44,24,44,88,142,342
31247,uztarroz/uztarroze,navarra,16,2,22,50,190,280
31248,luzaide/valcarlos,navarra,64,28,62,166,328,648
31249,valtierra,navarra,862,342,512,1256,1930,4902
31250,bera,navarra,1388,598,646,2302,2646,7580
31251,viana,navarra,1666,584,806,2694,3092,8842
31252,vidangoz/bidankoze,navarra,14,2,10,28,98,152
31253,bidaurreta,navarra,80,20,2,128,112,342
31254,villafranca,navarra,1236,504,754,1690,1946,6130
31255,villamayor,navarra,16,22,24,44,120,226
31256,hiriberri/villanueva,navarra,16,8,18,50,108,200
31257,villatuerta,navarra,472,192,248,736,904,2552
31258,villava/atarrabia,navarra,3146,1670,2116,5350,7684,19966
31259,igantzi,navarra,204,106,102,314,458,1184
31260,valle,navarra,466,196,280,752,1434,3128
31261,yesa,navarra,44,42,46,178,270,580
31262,zabalza/zabaltza,navarra,98,44,52,180,222,596
31263,zubieta,navarra,112,40,48,142,236,578
31264,zugarramurdi,navarra,74,40,28,170,158,470
31265,zuniga,navarra,8,14,12,40,90,164
31901,baranain/baranain,navarra,5020,3156,4970,9966,15966,39078
31902,berrioplano/berriobeiti,navarra,4194,1040,1228,5966,2770,15198
31903,berriozar,navarra,4688,1926,2246,7874,5546,22280
