cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,male,female,total_population
13003,alamillo,alamillo,26,20,61,81,273,239,222,461
13004,albaladejo,albaladejo,89,49,107,225,543,527,486,1013
13005,alcazar de san juan,alcazar de san juan,5495,2420,3380,9671,10423,15281,16108,31389
13006,alcoba,alcoba,57,21,62,161,277,295,283,578
13007,alcolea de calatrava,alcolea de calatrava,152,97,175,336,600,693,667,1360
13008,alcubillas,alcubillas,24,27,46,79,242,214,204,418
13009,aldea del rey,aldea del rey,164,81,188,385,761,802,777,1579
13010,alhambra,alhambra,122,47,110,245,445,496,473,969
13011,almaden,almaden,614,375,510,1171,2226,2365,2531,4896
13012,almadenejos,almadenejos,35,33,35,98,193,202,192,394
13013,almagro,almagro,1549,712,1131,2590,3100,4514,4568,9082
13014,almedina,almedina,40,34,38,116,254,265,217,482
13015,almodovar del campo,almodovar del campo,667,349,531,1402,2749,2869,2829,5698
13016,almuradiel,almuradiel,97,30,90,194,344,373,382,755
13017,anchuras,anchuras,34,12,21,58,148,149,124,273
13018,arenas de san juan,arenas de san juan,181,60,100,290,390,525,496,1021
13019,argamasilla de alba,argamasilla de alba,1117,544,806,2033,2345,3468,3377,6845
13020,argamasilla de calatrava,argamasilla de calatrava,990,370,532,1775,2150,2924,2893,5817
13021,arroba de los montes,arroba de los montes,21,18,37,82,248,220,186,406
13022,ballesteros de calatrava,ballesteros de calatrava,28,20,39,101,173,186,175,361
13023,bolanos de calatrava,bolanos de calatrava,2059,914,1630,3596,3832,6218,5813,12031
13024,brazatortas,brazatortas,114,51,119,244,470,530,468,998
13025,cabezarados,cabezarados,32,15,25,69,162,162,141,303
13026,cabezarrubias del puerto,cabezarrubias del puerto,44,23,45,119,262,258,235,493
13027,calzada de calatrava,calzada de calatrava,491,268,397,963,1623,1873,1869,3742
13028,campo de criptana,campo de criptana,2145,953,1420,3620,4801,6495,6444,12939
13029,canada de calatrava,canada de calatrava,8,6,10,26,53,59,44,103
13030,caracuel de calatrava,caracuel de calatrava,16,4,9,42,62,81,52,133
13031,carrion de calatrava,carrion de calatrava,562,201,365,1034,1071,1644,1589,3233
13032,carrizosa,carrizosa,88,83,112,237,583,556,547,1103
13033,castellar de santiago,castellar de santiago,197,138,192,468,768,899,864,1763
13034,ciudad real,ciudad real,12842,5873,8677,21929,26353,35833,39841,75674
13035,corral de calatrava,corral de calatrava,174,62,109,312,484,560,581,1141
13036,"cortijos, los","cortijos, los",94,55,76,211,411,442,405,847
13037,cozar,cozar,94,56,100,211,443,473,431,904
13038,chillon,chillon,207,108,161,439,858,857,916,1773
13039,daimiel,daimiel,2864,1258,2071,5036,6453,8915,8767,17682
13040,fernan caballero,fernan caballero,119,64,84,271,426,488,476,964
13041,fontanarejo,fontanarejo,14,13,18,66,122,132,101,233
13042,fuencaliente,fuencaliente,141,61,109,234,456,523,478,1001
13043,fuenllana,fuenllana,4,11,17,43,129,113,91,204
13044,fuente el fresno,fuente el fresno,446,211,343,796,1252,1572,1476,3048
13045,granatula de calatrava,granatula de calatrava,73,47,70,160,334,329,355,684
13046,guadalmez,guadalmez,71,40,55,187,357,353,357,710
13047,herencia,herencia,1546,764,1015,2426,2699,4307,4143,8450
13048,hinojosas de calatrava,hinojosas de calatrava,53,17,45,116,280,269,242,511
13049,horcajo de los montes,horcajo de los montes,96,44,71,199,393,413,390,803
13050,"labores, las","labores, las",53,42,56,130,267,292,256,548
13051,luciana,luciana,30,24,28,85,192,190,169,359
13052,malagon,malagon,1294,526,913,2143,2913,3889,3900,7789
13053,manzanares,manzanares,2978,1283,1785,5147,6501,8771,8923,17694
13054,membrilla,membrilla,926,410,633,1516,2350,2909,2926,5835
13055,mestanza,mestanza,38,31,67,148,372,347,309,656
13056,miguelturra,miguelturra,3208,1284,1661,5338,4300,7947,7844,15791
13057,montiel,montiel,134,85,139,278,558,629,565,1194
13058,moral de calatrava,moral de calatrava,868,397,585,1402,1846,2572,2526,5098
13059,navalpino,navalpino,18,8,18,34,120,104,94,198
13060,navas de estena,navas de estena,19,14,17,58,173,150,131,281
13061,pedro munoz,pedro munoz,1286,622,864,2197,2724,3898,3795,7693
13062,picon,picon,115,42,70,211,256,361,333,694
13063,piedrabuena,piedrabuena,652,315,512,1161,1710,2219,2131,4350
13064,poblete,poblete,776,169,281,1139,583,1508,1440,2948
13065,porzuna,porzuna,539,251,380,927,1426,1823,1700,3523
13066,pozuelo de calatrava,pozuelo de calatrava,769,306,545,1234,1094,2059,1889,3948
13067,"pozuelos de calatrava, los","pozuelos de calatrava, los",19,20,35,96,182,183,169,352
13068,puebla de don rodrigo,puebla de don rodrigo,156,59,139,298,490,623,519,1142
13069,puebla del principe,puebla del principe,49,36,59,164,339,341,306,647
13070,puerto lapice,puerto lapice,118,66,91,226,366,429,438,867
13071,puertollano,puertollano,7377,3136,4408,12888,17529,21830,23508,45338
13072,retuerta del bullaque,retuerta del bullaque,109,73,83,256,367,493,395,888
13073,saceruela,saceruela,48,27,38,120,285,262,256,518
13074,san carlos del valle,san carlos del valle,175,65,112,285,433,541,529,1070
13075,san lorenzo de calatrava,san lorenzo de calatrava,12,8,20,41,117,110,88,198
13076,santa cruz de los canamos,santa cruz de los canamos,52,27,42,121,229,223,248,471
13077,santa cruz de mudela,santa cruz de mudela,510,276,413,1002,1664,1925,1940,3865
13078,socuellamos,socuellamos,2069,997,1365,3526,4212,6142,6027,12169
13079,"solana, la","solana, la",2542,1287,1901,4312,5163,7786,7419,15205
13080,solana del pino,solana del pino,8,12,25,70,220,173,162,335
13081,terrinches,terrinches,61,38,79,137,278,311,282,593
13082,tomelloso,tomelloso,6657,2876,4555,11174,11458,18383,18337,36720
13083,torralba de calatrava,torralba de calatrava,528,180,327,900,1146,1539,1542,3081
13084,torre de juan abad,torre de juan abad,105,70,90,206,473,470,474,944
13085,torrenueva,torrenueva,434,174,320,668,1072,1350,1318,2668
13086,valdemanco del esteras,valdemanco del esteras,6,7,21,24,104,86,76,162
13087,valdepenas,valdepenas,5209,2363,3398,8947,10630,14906,15641,30547
13088,valenzuela de calatrava,valenzuela de calatrava,92,34,80,169,280,311,344,655
13089,villahermosa,villahermosa,168,121,171,377,876,852,861,1713
13090,villamanrique,villamanrique,112,69,116,258,520,522,553,1075
13091,villamayor de calatrava,villamayor de calatrava,72,42,53,146,307,304,316,620
13092,villanueva de la fuente,villanueva de la fuente,211,133,221,441,877,973,910,1883
13093,villanueva de los infantes,villanueva de los infantes,599,362,545,1137,2115,2362,2396,4758
13094,villanueva de san carlos,villanueva de san carlos,5,9,33,55,172,143,131,274
13095,villar del pozo,villar del pozo,0,0,2,11,34,29,18,47
13096,villarrubia de los ojos,villarrubia de los ojos,1612,725,1115,2751,3485,4868,4820,9688
13097,villarta de san juan,villarta de san juan,425,181,297,672,1122,1358,1339,2697
13098,viso del marques,viso del marques,234,142,205,478,1032,1020,1071,2091
13901,"robledo, el","robledo, el",136,73,131,258,458,554,502,1056
13902,ruidera,ruidera,69,36,49,155,224,263,270,533
13903,arenales de san gregorio,arenales de san gregorio,78,50,52,154,282,325,291,616
13904,llanos del caudillo,llanos del caudillo,116,54,89,200,215,332,342,674
14001,adamuz,adamuz,685,246,418,1173,1566,2068,2020,4088
14002,aguilar de la frontera,aguilar de la frontera,2174,953,1519,3781,4758,6543,6642,13185
14003,alcaracejos,alcaracejos,201,94,162,403,642,728,774,1502
14004,almedinilla,almedinilla,348,147,330,616,884,1152,1173,2325
14005,almodovar del rio,almodovar del rio,1520,637,883,2200,2741,3976,4005,7981
14006,anora,anora,235,98,165,394,615,749,758,1507
14007,baena,baena,3260,1462,2234,5060,6344,9156,9204,18360
14008,belalcazar,belalcazar,417,230,361,786,1302,1529,1567,3096
14009,belmez,belmez,366,194,303,684,1300,1378,1469,2847
14010,benameji,benameji,853,415,574,1351,1717,2420,2490,4910
14011,"blazquez, los","blazquez, los",78,64,59,170,264,313,322,635
14012,bujalance,bujalance,1163,544,839,1936,2663,3586,3559,7145
14013,cabra,cabra,3080,1573,2264,5489,7610,9746,10270,20016
14014,canete de las torres,canete de las torres,382,172,325,680,1238,1423,1374,2797
14015,carcabuey,carcabuey,293,178,273,561,1003,1165,1143,2308
14016,cardena,cardena,169,84,161,338,673,724,701,1425
14017,"carlota, la","carlota, la",2772,1087,1581,4386,4551,7129,7248,14377
14018,"carpio, el","carpio, el",729,308,429,1285,1572,2121,2202,4323
14019,castro del rio,castro del rio,1207,583,848,2091,2885,3753,3861,7614
14020,conquista,conquista,26,16,42,75,212,189,182,371
14021,cordoba,cordoba,54833,25119,34941,94143,115866,155831,169071,324902
14022,dona mencia,dona mencia,663,352,521,1224,1718,2164,2314,4478
14023,dos torres,dos torres,393,165,288,576,957,1188,1191,2379
14024,encinas reales,encinas reales,355,171,255,613,844,1100,1138,2238
14025,espejo,espejo,413,192,352,821,1400,1584,1594,3178
14026,espiel,espiel,338,144,201,668,987,1179,1159,2338
14027,fernan-nunez,fernan-nunez,1648,700,1085,2769,3433,4765,4870,9635
14028,fuente la lancha,fuente la lancha,42,21,36,96,143,171,167,338
14029,fuente obejuna,fuente obejuna,470,287,452,1089,2059,2253,2104,4357
14030,fuente palmera,fuente palmera,1924,779,1201,2843,3254,5000,5001,10001
14031,fuente-tojar,fuente-tojar,92,45,72,164,303,321,355,676
14032,"granjuela, la","granjuela, la",43,32,38,96,203,200,212,412
14033,guadalcazar,guadalcazar,295,93,198,498,465,794,755,1549
14034,"guijo, el","guijo, el",46,21,37,82,158,176,168,344
14035,hinojosa del duque,hinojosa del duque,927,415,721,1653,2827,3219,3324,6543
14036,hornachuelos,hornachuelos,696,324,497,1201,1670,2194,2194,4388
14037,iznajar,iznajar,417,265,392,874,1794,1896,1846,3742
14038,lucena,lucena,8222,3570,5198,13027,13023,21371,21669,43040
14039,luque,luque,347,223,357,651,1239,1420,1397,2817
14040,montalban de cordoba,montalban de cordoba,710,310,419,1275,1721,2176,2259,4435
14041,montemayor,montemayor,608,305,443,1077,1463,1968,1928,3896
14042,montilla,montilla,3409,1705,2553,6171,8477,11002,11313,22315
14043,montoro,montoro,1563,745,1025,2586,3115,4450,4584,9034
14044,monturque,monturque,313,165,213,546,698,964,971,1935
14045,moriles,moriles,618,297,446,981,1298,1830,1810,3640
14046,nueva carteya,nueva carteya,861,387,612,1533,1919,2717,2595,5312
14047,obejo,obejo,331,159,284,674,642,1093,997,2090
14048,palenciana,palenciana,223,124,154,401,530,739,693,1432
14049,palma del rio,palma del rio,3497,1648,2359,6053,7048,10223,10382,20605
14050,pedro abad,pedro abad,440,217,313,814,1041,1435,1390,2825
14051,pedroche,pedroche,158,87,162,335,714,723,733,1456
14052,penarroya-pueblonuevo,penarroya-pueblonuevo,1405,705,1072,2692,4406,4953,5327,10280
14053,posadas,posadas,1234,548,810,1957,2673,3585,3637,7222
14054,pozoblanco,pozoblanco,2841,1285,1948,4659,6175,8217,8691,16908
14055,priego de cordoba,priego de cordoba,3430,1671,2439,5879,8432,10653,11198,21851
14056,puente genil,puente genil,5403,2387,3690,8295,10104,14713,15166,29879
14057,"rambla, la","rambla, la",1209,557,837,2216,2647,3715,3751,7466
14058,rute,rute,1583,752,1087,2670,3661,4867,4886,9753
14059,san sebastian de los ballesteros,san sebastian de los ballesteros,133,58,96,227,340,424,430,854
14060,santaella,santaella,886,352,504,1355,1582,2354,2325,4679
14061,santa eufemia,santa eufemia,44,42,62,143,419,349,361,710
14062,torrecampo,torrecampo,91,51,104,226,528,499,501,1000
14063,valenzuela,valenzuela,98,50,131,246,516,526,515,1041
14064,valsequillo,valsequillo,41,29,42,75,174,175,186,361
14065,"victoria, la","victoria, la",436,171,228,711,782,1157,1171,2328
14066,villa del rio,villa del rio,1176,560,768,1926,2442,3426,3446,6872
14067,villafranca de cordoba,villafranca de cordoba,943,340,513,1577,1502,2480,2395,4875
14068,villaharta,villaharta,60,38,73,162,293,302,324,626
14069,villanueva de cordoba,villanueva de cordoba,1198,593,928,2250,3402,4142,4229,8371
14070,villanueva del duque,villanueva del duque,160,72,154,323,697,699,707,1406
14071,villanueva del rey,villanueva del rey,143,63,86,256,465,487,526,1013
14072,villaralto,villaralto,121,44,94,266,550,550,525,1075
14073,villaviciosa de cordoba,villaviciosa de cordoba,393,202,284,833,1348,1563,1497,3060
14074,"viso, el","viso, el",328,167,308,578,1130,1274,1237,2511
14075,zuheros,zuheros,59,44,50,158,295,312,294,606
14901,fuente carreteros,fuente carreteros,159,93,124,282,407,544,521,1065
14902,"guijarrosa, la","guijarrosa, la",232,77,156,395,499,695,664,1359
15001,abegondo,abegondo,697,303,399,1637,2541,2785,2792,5577
15002,ames,ames,5974,2419,3206,11649,9551,15729,17070,32799
15003,aranga,aranga,155,48,115,465,1016,924,875,1799
15004,ares,ares,784,352,496,1847,2681,3025,3135,6160
15005,arteixo,arteixo,5727,2290,3393,11787,10811,16766,17242,34008
15006,arzua,arzua,699,303,465,1542,2883,2919,2973,5892
15007,"bana, a","bana, a",316,129,235,813,1806,1566,1733,3299
15008,bergondo,bergondo,899,426,482,1991,3179,3413,3564,6977
15009,betanzos,betanzos,1849,824,1182,4064,5306,6305,6920,13225
15010,boimorto,boimorto,127,73,150,415,1035,906,894,1800
15011,boiro,boiro,2781,1301,1828,5985,7103,9225,9773,18998
15012,boqueixon,boqueixon,592,219,403,1232,1764,2057,2153,4210
15013,brion,brion,1409,507,668,2777,2817,3945,4233,8178
15014,cabana de bergantinos,cabana de bergantinos,402,184,319,987,2207,1988,2111,4099
15015,cabanas,cabanas,334,165,243,888,1667,1614,1683,3297
15016,camarinas,camarinas,557,273,456,1276,2532,2505,2589,5094
15017,cambre,cambre,3699,1838,2223,7951,9073,12076,12708,24784
15018,"capela, a","capela, a",114,62,73,346,585,577,603,1180
15019,carballo,carballo,4749,1904,2786,9648,12486,15385,16188,31573
15020,carnota,carnota,338,163,235,963,2110,1817,1992,3809
15021,carral,carral,1036,424,622,2223,2470,3337,3438,6775
15022,cedeira,cedeira,772,372,545,1841,3015,3242,3303,6545
15023,cee,cee,1069,450,690,2241,3283,3687,4046,7733
15024,cerceda,cerceda,668,229,395,1537,2243,2504,2568,5072
15025,cerdido,cerdido,92,34,68,269,540,486,517,1003
15027,coiros,coiros,287,74,135,568,867,955,976,1931
15028,corcubion,corcubion,181,98,181,424,799,839,844,1683
15029,coristanco,coristanco,614,273,416,1403,3031,2766,2971,5737
15030,"coruna, a","coruna, a",34643,15557,25877,75268,97910,115426,133829,249255
15031,culleredo,culleredo,5193,2187,2838,10081,10748,14938,16109,31047
15032,curtis,curtis,560,228,419,1163,1794,2100,2064,4164
15033,dodro,dodro,315,142,193,722,1254,1246,1380,2626
15034,dumbria,dumbria,262,120,267,730,1424,1333,1470,2803
15035,fene,fene,1474,660,948,3635,5812,5959,6570,12529
15036,ferrol,ferrol,7899,4145,5842,17445,29027,30411,33947,64358
15037,fisterra,fisterra,521,288,418,1350,2151,2410,2318,4728
15038,frades,frades,213,79,199,559,1137,1091,1096,2187
15039,irixoa,irixoa,119,61,95,364,694,666,667,1333
15040,laxe,laxe,314,151,223,768,1464,1459,1461,2920
15041,"laracha, a","laracha, a",1679,584,952,3616,4772,5709,5894,11603
15042,lousame,lousame,352,160,240,857,1505,1559,1555,3114
15043,malpica de bergantinos,malpica de bergantinos,426,239,427,1378,2813,2588,2695,5283
15044,manon,manon,93,35,98,290,707,605,618,1223
15045,mazaricos,mazaricos,335,159,324,888,2025,1786,1945,3731
15046,melide,melide,1089,472,745,2226,3218,3791,3959,7750
15047,mesia,mesia,241,106,180,613,1237,1197,1180,2377
15048,mino,mino,1082,375,556,2393,2536,3445,3497,6942
15049,moeche,moeche,113,47,91,321,630,587,615,1202
15050,monfero,monfero,172,64,134,471,973,914,900,1814
15051,mugardos,mugardos,610,268,377,1542,2391,2509,2679,5188
15052,muxia,muxia,413,220,361,1120,2267,2122,2259,4381
15053,muros,muros,861,459,649,2063,4144,3941,4235,8176
15054,naron,naron,6225,2446,3293,13189,14167,18932,20388,39320
15055,neda,neda,539,249,355,1424,2309,2371,2505,4876
15056,negreira,negreira,1017,422,618,2168,2717,3332,3610,6942
15057,noia,noia,1838,893,1218,4081,6039,6709,7360,14069
15058,oleiros,oleiros,6651,2603,3176,11854,14020,18386,19918,38304
15059,ordes,ordes,1942,781,1082,4020,4937,6239,6523,12762
15060,oroso,oroso,1326,529,802,2578,2497,3802,3930,7732
15061,ortigueira,ortigueira,458,261,393,1362,2974,2588,2860,5448
15062,outes,outes,607,265,423,1602,3158,2917,3138,6055
15064,paderne,paderne,265,119,160,648,1199,1173,1218,2391
15065,padron,padron,1163,544,696,2513,3376,4005,4287,8292
15066,"pino, o","pino, o",593,227,428,1314,2016,2303,2275,4578
15067,"pobra do caraminal, a","pobra do caraminal, a",1170,619,876,2607,3909,4514,4667,9181
15068,ponteceso,ponteceso,560,249,364,1420,2710,2675,2628,5303
15069,pontedeume,pontedeume,947,420,584,2044,3460,3573,3882,7455
15070,"pontes de garcia rodriguez, as","pontes de garcia rodriguez, as",1232,441,712,2926,4466,4769,5008,9777
15071,porto do son,porto do son,1186,567,802,2507,4018,4525,4555,9080
15072,rianxo,rianxo,1422,630,974,3161,4572,5268,5491,10759
15073,ribeira,ribeira,4135,1870,2837,8036,10152,13373,13657,27030
15074,rois,rois,590,218,338,1298,1948,2103,2289,4392
15075,sada,sada,2546,1035,1362,5328,6922,8363,8830,17193
15076,san sadurnino,san sadurnino,297,115,174,761,1396,1360,1383,2743
15077,santa comba,santa comba,1169,502,813,2565,4247,4544,4752,9296
15078,santiago de compostela,santiago de compostela,14550,6370,10587,30025,37959,46111,53380,99491
15079,santiso,santiso,98,55,122,328,851,752,702,1454
15080,sobrado,sobrado,136,71,158,397,993,922,833,1755
15081,"somozas, as","somozas, as",108,59,77,320,506,540,530,1070
15082,teo,teo,2978,1326,1700,6080,7049,9359,9774,19133
15083,toques,toques,72,51,94,242,613,558,514,1072
15084,tordoia,tordoia,281,114,261,755,1788,1541,1658,3199
15085,touro,touro,346,152,293,784,1824,1697,1702,3399
15086,trazo,trazo,345,130,234,775,1509,1463,1530,2993
15087,valdovino,valdovino,802,335,433,1969,3320,3338,3521,6859
15088,val do dubra,val do dubra,439,164,308,981,1859,1812,1939,3751
15089,vedra,vedra,653,244,404,1516,2122,2425,2514,4939
15090,vilasantar,vilasantar,107,44,96,304,681,649,583,1232
15091,vilarmaior,vilarmaior,129,51,93,363,616,642,610,1252
15092,vimianzo,vimianzo,725,324,615,1786,3349,3278,3521,6799
15093,zas,zas,383,240,322,1021,2296,2056,2206,4262
15901,carino,carino,354,190,261,954,1933,1815,1877,3692
15902,oza-cesuras,oza-cesuras,525,226,372,1510,2515,2607,2541,5148
16001,abia de la obispalia,abia de la obispalia,0,2,7,15,35,38,21,59
16002,"acebron, el","acebron, el",25,15,26,56,109,115,116,231
16003,alarcon,alarcon,17,6,23,47,82,78,97,175
16004,albaladejo del cuende,albaladejo del cuende,7,7,12,37,154,120,97,217
16005,albalate de las nogueras,albalate de las nogueras,22,13,20,63,153,142,129,271
16006,albendea,albendea,9,5,5,38,72,63,66,129
16007,"alberca de zancara, la","alberca de zancara, la",219,122,169,426,609,785,760,1545
16008,alcala de la vega,alcala de la vega,2,3,11,11,46,45,28,73
16009,alcantud,alcantud,4,1,3,10,41,34,25,59
